,gp,fgm,fga,fg,3p_made,3pa,3p,ftm,fta,ft,oreb,dreb,target_5yrs,points_per_minute,total_contribution
429,47,1.0,2.6,38.8,0.0,0.0,0.0,0.7,1.1,70.0,1.0,1.5,0,0.24324324324324326,5.9
430,45,1.4,3.3,41.9,0.0,0.2,12.5,0.5,0.6,82.1,0.4,0.5,1,0.3203883495145631,4.7
431,49,1.2,2.8,44.5,0.1,0.4,18.2,0.3,0.5,61.5,0.1,0.6,1,0.31182795698924726,6.1
432,48,1.7,3.4,49.7,0.0,0.1,0.0,1.2,1.9,61.5,0.4,0.8,0,0.48387096774193544,6.4
433,39,1.3,2.3,54.4,0.0,0.0,0.0,0.5,1.0,53.8,1.0,1.9,0,0.3647058823529412,6.8
434,57,1.2,3.1,38.4,0.0,0.0,0.0,0.6,0.8,69.6,0.8,1.1,1,0.34939759036144574,5.4
435,57,0.9,2.2,39.7,0.1,0.2,23.1,0.3,0.4,78.3,0.4,0.6,1,0.25609756097560976,3.900000000000001
436,33,1.5,4.1,37.3,0.3,0.9,29.0,0.8,1.2,62.5,0.4,1.9,0,0.24260355029585798,8.8
437,53,1.3,3.3,37.9,0.6,1.7,36.0,0.3,0.3,93.8,0.7,1.8,0,0.27419354838709675,6.4
438,15,0.7,2.5,27.0,0.0,0.0,0.0,0.5,0.8,66.7,0.5,1.1,0,0.24050632911392403,3.0999999999999996
439,45,1.4,2.5,57.1,0.0,0.0,0.0,0.8,2.0,41.8,0.8,1.0,0,0.46835443037974683,6.1
440,55,1.2,2.6,44.8,0.0,0.1,0.0,0.3,0.5,64.3,0.2,0.6,1,0.3552631578947369,4.2
441,35,0.9,1.9,45.5,0.0,0.0,0.0,0.1,0.5,31.3,0.8,1.0,1,0.3392857142857143,3.4
442,70,9.8,18.7,52.3,0.0,0.0,0.0,4.2,5.9,70.9,4.3,6.3,1,0.654696132596685,36.599999999999994
443,81,8.4,17.5,47.9,0.0,0.2,22.2,3.2,4.3,74.1,4.2,6.4,1,0.5894428152492669,33.0
444,76,6.2,13.3,46.6,0.1,0.3,20.0,2.7,3.7,73.0,1.1,2.3,1,0.551094890510949,20.5
445,82,3.8,8.5,44.8,0.2,0.5,31.7,2.5,3.2,79.2,1.9,2.5,1,0.3843283582089552,16.900000000000002
446,76,4.2,9.3,45.2,0.3,1.2,22.2,1.2,1.7,72.3,0.7,0.9,1,0.37218045112781956,14.200000000000001
447,58,1.2,2.2,53.5,0.0,0.0,0.0,0.9,1.3,71.2,0.8,1.7,0,0.2796610169491525,7.200000000000001
448,77,5.8,10.0,57.9,0.0,0.1,25.0,1.8,2.9,62.4,2.0,3.1,1,0.5234375,20.0
449,78,3.8,8.3,46.2,0.2,0.4,46.7,0.6,0.8,67.2,1.0,1.8,1,0.3574468085106383,13.599999999999998
450,73,4.5,10.6,42.8,0.1,0.4,34.5,1.2,1.7,69.6,1.0,1.6,1,0.4444444444444445,14.299999999999999
451,80,2.0,4.4,46.2,0.0,0.0,0.0,1.0,1.4,69.0,1.5,2.7,1,0.2524752475247525,9.5
452,82,1.8,3.0,59.5,0.0,0.0,0.0,0.9,1.4,61.4,2.1,3.8,1,0.22000000000000003,11.400000000000002
453,74,2.6,6.3,40.8,0.0,0.2,13.3,1.8,2.4,75.3,0.5,1.3,0,0.358974358974359,12.6
454,82,3.4,7.0,48.7,0.0,0.1,12.5,2.4,3.0,81.0,0.4,1.1,0,0.47938144329896915,12.1
455,79,2.7,5.9,45.7,0.0,0.1,11.1,1.3,2.2,59.7,1.1,2.5,1,0.3471502590673575,12.8
456,51,1.1,2.5,42.2,0.0,0.2,20.0,0.7,1.0,64.2,0.7,1.4,0,0.247787610619469,5.4
457,75,1.9,4.0,47.9,0.0,0.1,0.0,1.1,1.5,69.9,0.9,2.0,1,0.2592592592592593,11.6
458,81,1.8,4.4,41.4,0.0,0.0,0.0,0.7,1.1,65.6,1.1,4.6,1,0.22751322751322753,13.400000000000002
459,75,2.3,4.3,53.3,0.0,0.0,0.0,1.7,2.3,74.1,1.9,3.5,0,0.33510638297872336,13.5
460,44,1.5,3.6,40.0,0.0,0.0,0.0,0.7,1.0,65.2,0.6,1.2,0,0.20454545454545453,7.700000000000001
461,77,2.2,5.2,43.1,0.7,2.0,34.4,1.0,1.3,72.8,0.7,1.3,0,0.3112244897959183,9.0
462,43,1.5,4.0,38.0,0.0,0.1,0.0,1.0,1.3,73.7,0.3,1.3,0,0.2366863905325444,7.6
463,76,3.0,6.9,42.9,0.1,0.3,40.0,2.0,2.4,83.3,0.7,1.1,1,0.49390243902439024,11.3
464,78,2.2,5.5,40.4,0.1,0.2,36.8,0.6,0.9,69.6,1.4,2.1,1,0.31901840490797545,10.0
465,77,2.7,5.6,47.6,0.0,0.1,25.0,0.8,1.1,73.5,1.2,2.1,0,0.389937106918239,9.800000000000002
466,68,2.4,5.5,43.2,0.0,0.2,0.0,0.9,1.2,76.2,0.3,1.2,1,0.3904109589041096,8.8
467,52,1.5,3.2,45.5,0.1,0.7,13.9,0.7,1.1,67.3,0.5,1.2,0,0.3592233009708738,5.600000000000001
468,62,2.1,4.4,48.5,0.0,0.0,0.0,1.4,2.4,57.1,1.7,2.1,1,0.39436619718309857,9.900000000000002
469,71,2.1,4.0,51.2,0.0,0.0,0.0,1.3,1.9,65.0,1.9,3.4,1,0.38848920863309355,11.299999999999999
470,53,2.1,3.9,53.4,0.0,0.0,0.0,0.8,1.0,77.4,1.3,2.1,0,0.37121212121212127,9.0
471,44,1.0,3.1,31.4,0.0,0.0,0.0,0.8,1.0,78.3,0.9,1.8,0,0.23728813559322032,6.1
472,68,1.0,2.7,36.4,0.0,0.3,11.1,0.7,0.9,81.0,0.3,0.8,0,0.24324324324324326,4.5
473,68,1.0,2.7,36.4,0.0,0.3,11.1,0.7,0.9,81.0,0.3,0.8,1,0.24324324324324326,4.5
474,49,1.5,3.5,43.5,0.0,0.1,14.3,0.9,1.6,57.7,0.6,0.9,1,0.37735849056603776,5.7
475,54,1.6,3.5,44.5,0.0,0.1,0.0,0.1,0.3,47.1,0.8,1.4,0,0.3203883495145631,6.0
476,52,1.5,3.5,42.0,0.0,0.0,0.0,0.3,0.5,57.1,0.8,1.7,0,0.31683168316831684,6.299999999999999
477,62,1.4,2.8,47.7,0.0,0.1,14.3,1.2,1.6,76.0,0.4,0.8,1,0.4081632653061224,5.9
478,65,2.0,3.6,54.3,0.0,0.0,0.0,1.1,1.7,64.2,0.7,0.9,1,0.5208333333333334,6.6
479,40,0.8,1.7,48.5,0.1,0.3,15.4,0.2,0.3,70.0,0.9,1.5,0,0.19,5.0
480,55,1.9,4.3,44.9,0.2,0.5,36.0,0.5,0.7,73.7,0.5,0.6,0,0.4787234042553191,6.1
481,48,1.2,2.9,40.6,0.0,0.0,0.0,0.8,1.2,67.8,0.6,1.0,0,0.36781609195402304,4.9
482,23,0.5,1.3,36.7,0.0,0.0,0.0,0.4,0.9,45.0,0.7,1.3,0,0.1566265060240964,3.5
483,63,1.4,3.8,37.4,0.1,0.7,22.0,0.6,0.9,64.4,0.5,0.5,0,0.4390243902439025,5.499999999999999
484,44,1.3,3.1,41.5,0.0,0.1,0.0,0.8,1.2,66.0,0.3,0.5,0,0.4177215189873417,4.699999999999999
485,54,0.7,1.7,40.4,0.0,0.0,0.0,0.1,0.3,31.3,0.8,1.1,1,0.22058823529411764,3.6
486,39,0.8,2.3,37.5,0.0,0.2,14.3,0.5,0.8,56.3,0.4,0.5,1,0.3235294117647059,3.3000000000000003
487,36,0.8,1.8,45.3,0.0,0.0,0.0,0.6,1.3,44.4,0.9,1.2,1,0.4313725490196079,3.7
488,31,0.4,1.2,34.2,0.0,0.1,0.0,0.4,0.6,55.0,0.5,0.8,1,0.26666666666666666,2.5000000000000004
489,35,1.0,2.8,36.1,0.0,0.3,9.1,0.9,1.3,66.7,0.2,0.3,0,0.6904761904761905,3.7999999999999994
490,82,7.8,15.6,49.6,0.1,0.3,22.7,6.0,7.6,79.7,2.7,2.7,1,0.5760000000000001,28.200000000000003
491,82,6.3,10.7,58.2,0.0,0.0,0.0,3.0,4.7,62.4,4.2,8.0,1,0.4492753623188406,28.200000000000003
492,72,6.3,14.8,42.4,0.2,0.8,28.8,4.2,6.0,70.4,0.8,2.1,1,0.5029585798816568,25.8
493,81,6.8,13.0,52.5,0.0,0.0,0.0,3.5,5.7,62.0,2.6,4.3,1,0.5196374622356495,24.500000000000004
494,81,8.9,17.9,49.7,0.0,0.0,25.0,3.6,5.0,71.6,2.2,4.7,1,0.6604938271604938,29.6
495,51,7.5,16.1,46.5,0.5,1.4,35.2,3.3,4.8,68.0,1.7,3.1,1,0.6493055555555555,25.299999999999997
496,82,5.0,10.4,47.7,0.0,0.1,28.6,1.5,2.3,67.0,2.1,5.2,1,0.4136690647482014,21.799999999999997
497,82,5.1,9.1,56.1,0.0,0.0,33.3,4.2,5.5,75.2,3.1,6.2,1,0.5333333333333333,23.600000000000005
498,79,4.3,10.3,41.4,0.2,1.0,21.5,1.9,2.6,75.0,0.4,1.4,1,0.41634241245136183,16.5
499,80,3.5,8.0,44.1,0.0,0.1,0.0,1.2,1.7,70.3,1.8,2.0,1,0.332,14.000000000000002
500,78,5.1,8.3,61.3,0.0,0.0,0.0,2.7,4.2,64.2,1.9,3.9,1,0.5739910313901345,19.000000000000004
501,76,5.1,10.7,48.2,0.0,0.2,23.1,1.8,2.3,77.8,1.4,2.7,1,0.5426008968609866,17.0
502,80,3.9,8.2,47.7,0.0,0.1,0.0,1.8,2.7,68.4,2.0,3.2,1,0.45070422535211263,16.099999999999998
503,74,4.0,8.7,45.9,0.0,0.1,9.1,1.3,2.0,66.4,1.7,2.6,1,0.45365853658536587,14.8
504,74,4.0,8.7,45.9,0.0,0.1,9.1,1.3,2.0,66.4,1.7,2.6,1,0.45365853658536587,14.8
505,82,3.1,6.4,48.1,0.0,0.0,0.0,1.7,2.3,75.7,1.6,3.6,1,0.398989898989899,14.600000000000001
506,79,2.7,6.1,43.4,0.0,0.0,0.0,1.7,2.2,77.5,1.4,1.9,0,0.36458333333333337,10.3
507,59,2.6,4.7,55.6,0.0,0.0,0.0,0.8,1.5,55.1,1.5,3.7,0,0.33516483516483514,12.900000000000002
508,64,1.8,3.6,51.8,0.0,0.0,0.0,0.9,1.8,50.4,1.8,3.6,1,0.2598870056497175,11.8
509,63,2.2,4.7,46.1,0.0,0.0,0.0,1.0,1.7,58.3,1.5,3.2,1,0.3081395348837209,11.700000000000001
510,71,2.1,4.2,50.3,0.0,0.0,0.0,0.7,1.0,70.8,1.5,2.1,1,0.2882352941176471,9.299999999999999
511,82,2.3,5.5,41.3,0.0,0.1,0.0,1.9,2.4,76.0,0.6,1.2,1,0.37869822485207105,11.0
512,63,2.6,5.8,45.3,0.1,0.5,28.1,1.0,1.3,72.6,1.0,0.9,0,0.38650306748466257,10.399999999999999
513,64,2.8,6.1,46.5,0.3,0.9,30.5,1.0,1.6,65.7,0.4,1.0,0,0.43478260869565216,10.2
514,71,2.9,6.3,46.4,0.0,0.2,0.0,1.1,1.5,72.0,1.0,1.8,0,0.43125,10.700000000000001
515,75,2.7,5.3,51.3,0.0,0.0,0.0,1.9,2.7,69.9,1.1,1.9,1,0.46202531645569617,10.600000000000001
516,80,1.9,3.6,51.9,0.0,0.0,0.0,0.8,1.5,52.0,1.4,3.5,1,0.30405405405405406,10.5
517,80,2.8,5.5,52.1,0.0,0.0,0.0,0.9,1.5,64.1,1.2,2.0,1,0.4459459459459459,10.9
518,77,1.9,3.4,54.6,0.0,0.0,0.0,1.2,1.9,60.1,0.9,1.6,1,0.35000000000000003,8.0
519,49,1.6,3.6,43.5,0.0,0.0,0.0,0.8,1.3,59.4,0.8,0.9,0,0.3,6.2
520,24,0.8,2.4,31.6,0.3,1.0,28.0,0.5,0.6,73.3,0.1,0.5,0,0.24731182795698922,3.9000000000000004
521,72,1.2,2.3,50.9,0.0,0.0,0.0,0.5,1.2,45.9,1.0,1.5,0,0.24369747899159663,6.3
522,54,1.9,3.6,51.0,0.0,0.0,0.0,0.9,1.1,82.0,0.4,0.7,1,0.40350877192982454,5.8
523,49,2.1,4.5,45.9,0.1,0.4,22.2,0.4,0.6,64.3,0.3,0.6,0,0.4144144144144144,6.199999999999999
524,46,1.1,1.8,58.3,0.0,0.0,50.0,0.7,0.9,82.5,0.6,0.7,0,0.2710280373831776,4.7
525,54,1.6,3.4,47.8,0.0,0.0,0.0,0.6,0.7,81.1,1.0,1.5,0,0.3584905660377358,6.5
526,53,1.5,4.2,35.7,0.1,0.3,29.4,1.1,1.2,86.2,0.5,0.6,1,0.38679245283018865,6.599999999999999
527,39,2.1,4.4,46.5,0.0,0.1,0.0,0.8,1.4,58.5,0.9,0.4,1,0.5444444444444445,6.3
528,43,1.3,2.3,54.0,0.0,0.1,66.7,0.8,1.6,50.7,0.3,0.4,0,0.3953488372093023,4.8999999999999995
529,39,1.4,2.6,52.4,0.0,0.0,0.0,0.7,1.2,60.4,0.8,0.9,0,0.4117647058823529,5.199999999999999
530,43,1.0,2.8,35.5,0.5,1.7,30.1,0.2,0.2,77.8,0.3,1.0,0,0.29347826086956524,4.2
531,42,1.3,2.9,45.8,0.0,0.0,0.0,0.8,1.2,65.4,0.5,1.0,0,0.4197530864197531,5.0
532,42,1.5,3.6,43.3,0.0,0.2,0.0,0.5,0.6,74.1,0.2,0.4,1,0.5217391304347826,5.200000000000001
533,49,1.2,2.8,44.4,0.0,0.0,0.0,0.6,0.8,73.2,0.4,1.0,0,0.4492753623188406,4.399999999999999
534,51,1.1,2.4,45.1,0.0,0.0,0.0,0.8,1.2,67.7,0.2,0.5,0,0.4545454545454546,3.8
535,36,0.8,2.4,32.2,0.0,0.1,0.0,0.3,0.5,64.7,0.5,0.3,1,0.2878787878787879,2.9
536,82,7.5,15.3,49.1,0.0,0.0,0.0,3.8,5.4,71.6,3.3,5.9,1,0.5308988764044943,28.7
537,81,8.8,19.1,46.4,0.1,0.6,19.2,2.8,4.0,71.6,1.0,2.6,1,0.5819209039548023,25.500000000000004
538,82,3.7,7.2,51.2,0.0,0.0,0.0,2.2,3.7,58.8,5.3,6.8,1,0.3057324840764331,22.6
539,79,4.6,9.5,48.6,0.1,0.2,27.8,1.7,2.7,63.7,2.3,3.8,1,0.3514376996805112,19.800000000000004
540,80,6.6,14.5,45.2,0.0,0.4,9.7,2.1,2.7,74.9,0.5,1.9,1,0.5,22.800000000000004
541,33,2.0,5.3,37.1,0.2,1.4,17.4,1.1,1.3,86.0,0.2,1.5,0,0.3231707317073171,8.6
542,37,0.9,2.5,36.3,0.1,0.6,19.0,0.2,0.3,66.7,0.6,1.0,0,0.24418604651162792,3.6999999999999997
543,81,4.2,8.3,50.3,0.0,0.0,0.0,1.4,1.9,76.5,3.3,5.3,1,0.32236842105263164,21.199999999999996
544,82,6.0,12.4,47.9,0.0,0.1,0.0,2.8,3.9,70.6,2.6,2.8,1,0.4867549668874172,22.2
545,56,5.2,12.3,42.3,0.0,0.0,0.0,2.8,3.6,76.7,2.4,5.0,1,0.46808510638297873,22.5
546,81,4.7,10.1,46.8,0.1,0.3,24.0,1.6,2.2,73.3,1.2,1.7,1,0.45901639344262296,17.7
547,75,5.3,10.7,49.5,0.1,0.4,31.0,2.1,3.0,71.2,0.4,1.5,1,0.5466101694915254,16.400000000000006
548,68,3.3,7.1,46.0,0.0,0.0,0.0,1.9,2.7,69.9,1.8,5.0,0,0.3574468085106383,15.600000000000001
549,70,2.7,5.9,45.3,0.0,0.0,33.3,0.7,0.9,80.6,1.2,2.6,0,0.2606837606837607,11.299999999999997
550,81,4.4,10.0,44.4,0.0,0.1,0.0,2.6,3.4,77.6,1.6,1.7,1,0.5043859649122807,16.6
551,82,4.2,8.6,49.1,0.0,0.1,0.0,2.0,2.5,80.7,2.1,2.3,1,0.481651376146789,16.0
552,79,4.3,8.6,49.9,0.0,0.0,0.0,1.6,2.4,66.3,1.7,2.9,0,0.4700460829493087,15.300000000000002
553,76,2.6,6.4,40.7,0.1,0.2,23.5,1.4,1.8,79.7,0.3,1.3,1,0.3173076923076923,10.599999999999998
554,76,2.6,6.4,40.7,0.1,0.2,23.5,1.4,1.8,79.7,0.3,1.3,0,0.3173076923076923,10.599999999999998
555,82,4.3,8.1,53.3,0.0,0.0,0.0,1.3,1.9,67.9,1.9,2.5,1,0.49751243781094523,15.899999999999999
556,71,3.0,6.7,44.4,0.1,0.4,14.8,1.0,1.3,75.0,0.6,1.8,0,0.35353535353535354,12.200000000000001
557,81,2.9,6.3,46.0,0.0,0.1,0.0,2.2,3.0,72.9,1.4,2.2,0,0.401015228426396,12.0
558,82,3.0,6.3,47.9,0.0,0.2,5.3,1.3,2.1,61.0,0.7,1.7,1,0.3854166666666667,14.200000000000001
559,56,2.1,4.6,45.0,0.0,0.0,0.0,0.5,0.7,67.5,1.1,3.8,1,0.24867724867724872,10.600000000000001
560,82,3.3,6.5,51.1,0.1,0.6,23.5,1.3,1.5,89.9,0.5,1.1,1,0.45251396648044695,11.5
561,74,1.9,3.9,47.8,0.0,0.1,20.0,1.6,2.0,79.3,0.9,1.2,1,0.31764705882352945,9.000000000000002
562,28,0.6,1.4,42.5,0.3,0.8,30.4,0.2,0.3,85.7,0.3,1.1,0,0.20987654320987656,3.4000000000000004
563,60,3.2,6.0,52.9,0.0,0.1,0.0,2.4,3.6,67.0,1.5,2.9,1,0.550632911392405,14.1
564,64,1.5,3.0,49.5,0.0,0.1,0.0,0.7,0.9,75.0,0.3,1.5,0,0.25,6.899999999999999
565,68,1.9,3.5,54.2,0.0,0.0,0.0,1.5,2.5,59.4,1.6,3.0,1,0.3680555555555555,10.6
566,65,1.5,3.2,45.2,0.2,0.7,32.6,0.8,1.1,72.9,0.5,1.4,1,0.33620689655172414,6.7
567,53,1.6,4.0,41.2,0.0,0.1,33.3,0.8,1.2,68.3,0.2,0.9,1,0.2992700729927007,7.399999999999999
568,52,2.1,4.2,50.7,0.0,0.0,0.0,0.5,0.8,67.5,1.3,2.8,1,0.3582089552238806,9.9
569,45,1.8,3.6,51.2,0.0,0.0,0.0,0.4,0.5,76.2,1.2,2.5,1,0.31007751937984496,7.999999999999999
570,54,2.1,4.6,46.2,0.1,0.2,30.0,1.3,1.8,73.7,0.6,0.6,1,0.4516129032258064,7.299999999999999
571,81,2.0,4.6,44.2,0.0,0.1,20.0,0.6,0.8,76.6,0.4,0.8,1,0.4017094017094017,6.6000000000000005
572,40,0.8,2.5,32.7,0.0,0.0,0.0,0.1,0.2,55.6,0.2,0.7,0,0.1565217391304348,3.7999999999999994
573,48,1.8,3.8,46.2,0.0,0.0,0.0,0.6,0.9,69.0,0.8,1.3,0,0.3628318584070796,6.799999999999999
574,37,1.5,3.4,46.0,0.1,0.3,27.3,0.7,1.1,65.0,0.6,0.8,0,0.5,5.3
575,44,2.1,5.1,41.8,0.0,0.1,16.7,0.6,0.9,66.7,1.1,1.9,0,0.4454545454545455,7.8
576,55,1.8,4.0,45.7,0.0,0.0,0.0,0.6,1.1,60.3,1.1,1.4,0,0.40186915887850466,6.6
577,52,1.8,3.9,45.4,0.0,0.0,0.0,0.6,1.2,51.6,1.0,2.0,1,0.411764705882353,7.9
578,59,1.4,3.1,45.4,0.0,0.1,0.0,0.4,0.7,56.4,0.5,0.6,0,0.31683168316831684,4.8
579,47,0.7,2.0,35.8,0.0,0.1,0.0,0.5,0.7,78.1,0.2,0.7,1,0.20833333333333334,4.300000000000001
580,60,1.0,3.0,33.0,0.0,0.1,0.0,0.9,1.2,73.9,0.5,0.7,0,0.3146067415730337,5.1000000000000005
581,55,1.0,2.5,41.2,0.0,0.1,0.0,0.7,1.5,43.5,0.5,1.2,0,0.32142857142857145,4.900000000000001
582,44,1.1,3.1,34.8,0.0,0.1,50.0,0.4,0.8,45.9,0.6,0.7,0,0.4905660377358491,3.8000000000000003
583,51,1.1,2.5,43.4,0.1,0.2,41.7,0.5,0.8,59.0,0.3,0.6,0,0.36986301369863017,4.3
584,31,0.7,2.0,35.5,0.3,1.0,29.0,0.6,0.8,75.0,0.4,0.8,0,0.35937499999999994,3.8
585,82,6.7,15.7,42.9,2.3,6.1,36.8,3.3,3.9,84.4,0.5,2.6,1,0.49222797927461137,26.7
586,56,5.0,12.3,41.0,1.6,4.2,38.6,2.2,2.8,78.6,0.8,3.0,1,0.44551282051282054,19.899999999999995
587,33,1.3,4.0,31.8,0.2,1.1,16.7,0.3,0.5,52.9,0.4,1.0,0,0.19230769230769232,6.7
588,64,5.5,10.6,51.6,0.0,0.1,0.0,2.6,3.5,75.1,2.6,5.6,1,0.46875,24.3
589,61,5.5,13.4,41.2,1.0,3.3,31.0,2.6,3.5,74.6,0.4,2.1,1,0.5104166666666666,19.4
590,82,3.4,7.8,42.8,0.9,2.4,35.0,1.2,1.5,80.6,1.3,2.7,1,0.31428571428571433,13.700000000000001
591,77,3.2,7.3,43.8,0.0,0.1,0.0,1.6,2.0,76.4,2.1,3.6,1,0.29924242424242425,15.0
592,76,3.4,7.4,46.1,0.4,1.5,27.4,1.0,1.7,57.0,1.6,2.8,1,0.3153846153846154,14.399999999999999
593,78,3.6,7.9,45.8,0.0,0.1,22.2,1.8,2.4,74.9,1.7,4.2,1,0.34615384615384615,16.599999999999998
594,81,3.4,7.8,43.9,0.6,1.8,35.9,1.8,2.3,75.8,0.7,3.5,1,0.3622047244094488,13.999999999999996
595,61,2.4,6.4,37.2,0.5,1.4,32.6,1.0,1.8,54.6,0.3,1.5,1,0.26724137931034486,9.4
596,12,1.6,4.4,35.8,0.8,2.6,32.3,0.7,1.0,66.7,0.3,2.3,0,0.3032258064516129,9.100000000000001
597,60,3.5,5.7,60.8,0.0,0.0,50.0,1.0,2.7,37.1,2.8,4.8,1,0.3816425120772947,17.700000000000003
598,45,2.5,5.0,49.3,0.0,0.1,20.0,1.0,1.4,74.6,2.0,3.8,0,0.30303030303030304,13.100000000000001
599,69,2.2,4.0,54.5,0.0,0.1,42.9,1.0,1.3,80.9,1.2,2.5,1,0.3142857142857143,9.799999999999999
600,41,1.9,4.6,41.8,0.9,2.3,37.5,0.8,1.0,82.9,1.1,1.6,1,0.3218390804597701,11.500000000000002
601,78,1.8,4.7,38.4,0.8,2.5,32.8,0.6,0.9,64.4,0.4,1.9,1,0.2890173410404624,9.0
602,78,2.7,6.6,41.7,0.8,2.0,38.6,0.9,1.0,90.9,0.2,1.0,1,0.41764705882352937,10.699999999999998
603,73,2.5,6.3,40.7,0.9,2.7,33.2,0.4,0.6,71.4,0.5,1.5,1,0.3764705882352941,9.2
604,56,3.3,6.8,47.9,1.1,2.5,42.1,1.1,1.5,75.9,0.6,1.5,0,0.5649350649350648,10.899999999999999
605,70,2.0,4.6,43.0,0.0,0.0,0.0,0.8,1.6,52.3,1.7,2.8,1,0.31788079470198677,9.7
606,61,2.1,4.8,44.6,0.9,2.3,38.4,1.0,1.1,84.3,0.3,1.3,1,0.4121621621621621,8.2
607,48,1.2,3.1,37.1,0.5,1.5,31.5,0.2,0.3,57.1,0.1,0.8,0,0.20547945205479454,6.3
608,79,1.1,3.3,32.7,0.2,0.8,20.9,0.6,0.7,81.8,0.7,2.6,1,0.21641791044776118,6.999999999999999
609,52,0.8,2.1,40.7,0.4,1.1,39.3,0.2,0.2,100.0,0.2,1.3,0,0.17293233082706766,4.699999999999999
610,63,2.6,5.3,48.2,0.0,0.0,0.0,0.9,1.7,53.3,1.8,2.9,1,0.4580152671755725,11.399999999999999
611,11,1.5,3.7,41.5,0.3,1.4,20.0,1.5,1.6,88.9,0.2,0.7,0,0.35036496350364965,6.8999999999999995
612,63,1.5,3.5,43.6,0.1,0.6,25.7,0.5,0.8,66.7,0.3,1.4,0,0.2913385826771654,5.8
613,47,1.3,3.5,36.8,0.3,0.8,37.8,0.4,0.7,58.8,0.2,0.8,0,0.26829268292682923,4.7
614,73,1.6,4.2,38.2,0.1,0.9,13.8,0.7,0.9,76.9,0.5,1.5,1,0.3278688524590164,6.6
615,51,1.4,3.5,40.0,0.7,1.8,38.3,0.5,0.6,71.9,0.4,1.8,0,0.3305785123966942,6.900000000000001
616,47,1.7,2.9,58.2,0.0,0.0,0.0,0.4,0.6,64.3,1.6,1.5,0,0.32173913043478264,7.200000000000001
617,57,1.8,3.5,51.3,0.0,0.0,0.0,0.5,0.8,66.7,1.1,2.5,1,0.36607142857142855,8.7
618,46,1.2,2.2,51.5,0.0,0.0,0.0,0.5,0.9,61.0,1.1,1.7,0,0.2828282828282828,6.399999999999999
619,41,1.0,2.7,37.5,0.3,1.2,28.0,0.5,0.7,72.4,0.2,0.7,0,0.29292929292929293,4.3999999999999995
620,30,2.1,5.3,40.0,0.8,2.6,32.5,0.7,1.0,72.4,1.5,2.0,0,0.22568093385214008,11.100000000000001
621,40,1.8,3.7,47.6,0.0,0.0,0.0,1.1,1.4,76.8,1.0,1.8,1,0.4893617021276595,7.399999999999999
622,48,0.9,2.4,38.1,0.1,0.5,17.4,0.2,0.3,56.3,0.1,0.9,0,0.25609756097560976,3.8999999999999995
623,35,0.9,2.5,38.4,0.1,0.5,25.0,0.6,0.8,72.4,0.4,0.4,0,0.33333333333333337,4.1000000000000005
624,27,1.0,3.3,29.5,0.3,1.1,22.6,0.6,0.7,89.5,0.0,0.2,0,0.3733333333333333,3.6999999999999997
625,23,1.0,3.0,35.3,0.4,1.3,30.0,0.6,0.6,100.0,0.2,0.6,1,0.484375,4.0
626,66,4.8,11.7,41.5,1.6,4.2,38.0,1.6,2.1,75.9,0.5,2.7,1,0.3962848297213623,18.0
627,56,4.9,11.4,42.8,0.8,2.7,31.3,2.0,2.6,76.4,1.3,2.3,0,0.4285714285714286,17.599999999999998
628,59,3.6,9.1,40.1,0.8,2.7,30.6,1.5,1.8,79.8,0.7,2.4,1,0.32871972318339104,15.4
629,63,3.9,8.7,45.2,1.0,2.8,33.7,0.7,1.2,55.1,1.4,3.3,1,0.33216783216783213,16.8
630,66,4.3,11.6,36.6,1.0,3.4,30.5,2.5,3.2,78.9,0.5,3.1,1,0.44485294117647056,19.4
631,65,3.9,8.8,44.8,1.3,3.4,37.9,2.4,2.8,83.2,0.7,1.8,1,0.45098039215686275,17.5
632,66,4.8,10.9,44.3,1.7,4.1,41.4,1.2,1.4,86.8,0.4,2.1,1,0.5122950819672132,16.299999999999997
633,64,3.1,6.3,49.3,0.6,1.7,37.6,1.1,1.4,77.3,1.6,3.5,1,0.32916666666666666,15.100000000000001
634,22,1.2,3.8,31.3,0.1,0.8,11.1,1.0,1.3,82.1,0.3,1.1,0,0.25925925925925924,6.699999999999999
635,46,3.9,6.7,58.6,0.0,0.0,0.0,2.4,3.6,66.5,3.1,4.6,1,0.4533333333333333,19.2
636,66,1.8,4.7,37.2,0.7,1.9,34.6,0.5,0.7,68.2,0.7,2.9,0,0.2119815668202765,9.799999999999999
637,66,3.1,7.5,41.2,0.6,2.1,26.8,2.1,3.0,69.7,1.2,3.5,1,0.4093023255813954,13.9
638,33,2.4,6.0,39.9,0.1,0.8,8.0,0.7,0.9,76.7,0.5,1.5,1,0.270935960591133,9.7
639,63,2.8,6.9,39.9,0.7,2.0,34.7,1.2,1.7,71.7,1.1,3.3,1,0.3794871794871795,13.1
640,65,2.7,6.9,39.3,0.3,1.2,27.6,1.0,1.3,77.6,0.3,1.1,1,0.3505154639175258,9.299999999999999
641,61,2.8,7.3,38.6,1.3,3.5,36.1,0.7,0.8,83.3,0.3,0.9,1,0.4086021505376344,10.1
642,51,2.5,5.7,44.7,0.1,0.4,15.0,0.7,0.8,87.2,0.2,1.2,0,0.3314285714285714,9.999999999999998
643,34,1.9,4.4,44.6,0.4,1.1,31.6,0.7,1.1,63.2,0.6,1.2,0,0.3656716417910448,7.3
